2016-8-25  11:0,5521.4,9828,0.76234
2016-8-25  10:0,5544.9,9811,0.76256
2016-8-25  9:0,5537.9,9813,0.76303
2016-8-25  8:0,5560.9,9816,0.7624300000000001
2016-8-25  7:0,5561.9,9776,0.76236
2016-8-25  6:0,5557.9,9811,0.76293
2016-8-25  5:0,5556.9,9798,0.76194
2016-8-25  4:0,5551.9,9801,0.76253
2016-8-25  3:0,5548.4,9801,0.76072
2016-8-25  2:0,5561.4,9796,0.76132
2016-8-25  1:0,0.76125
2016-8-25  0:0,0.76126
2016-8-24  23:0,5582,9791,0.7609
2016-8-24  22:0,5588,9781,0.7609900000000001
2016-8-24  21:0,5591,9783,0.76168
2016-8-24  20:0,5585,9783,0.76135
2016-8-24  19:0,5585,9788,0.76042
2016-8-24  18:0,5587,9796,0.76104
2016-8-24  17:0,5594,9813,0.76196
2016-8-24  16:0,5592,9838,0.76253
2016-8-24  15:0,5593,9906,0.76242
2016-8-24  14:0,5589,9903,0.76224
2016-8-24  13:0,5579.4,9891,0.7621599999999999
2016-8-24  12:0,5582,9896,0.76271
2016-8-24  11:0,5555.9,9843,0.76081
2016-8-24  10:0,5570.4,9818,0.75963
2016-8-24  9:0,5575.4,9811,0.76028
2016-8-24  8:0,5576.4,9828,0.76087
2016-8-24  7:0,5571.4,9831,0.76119
2016-8-24  6:0,5565.4,9828,0.76066
2016-8-24  5:0,5567.4,9833,0.76042
2016-8-24  4:0,5569.4,9836,0.76114
2016-8-24  3:0,5561.9,9846,0.76117
2016-8-24  2:0,5567.2,9831,0.76132
2016-8-24  1:0,0.76166
2016-8-24  0:0,0.7614300000000001
2016-8-23  23:0,5571,9848,0.76152
2016-8-23  22:0,5574,9863,0.7622
2016-8-23  21:0,5571,9881,0.76249
2016-8-23  20:0,5573,9878,0.76258
2016-8-23  19:0,5581,9876,0.76302
2016-8-23  18:0,5584,9851,0.7652099999999999
2016-8-23  17:0,5572.4,9908,0.76433
2016-8-23  16:0,5571.4,9916,0.76511
2016-8-23  15:0,5569.4,9926,0.76544
2016-8-23  14:0,5571.4,9898,0.7642600000000001
2016-8-23  13:0,5569.4,9903,0.76381
2016-8-23  12:0,5564.4,9906,0.76436
2016-8-23  11:0,5547.9,9913,0.76436
2016-8-23  10:0,5554.4,9928,0.7640400000000001
2016-8-23  9:0,5569.4,9918,0.76427
2016-8-23  8:0,5573.4,9926,0.76437
2016-8-23  7:0,5570.4,9911,0.76295
2016-8-23  6:0,5564.4,9881,0.76328
2016-8-23  5:0,5551.4,9876,0.76384
2016-8-23  4:0,5535.4,9891,0.76356
2016-8-23  3:0,5531.9,9926,0.7629
2016-8-23  2:0,5532.6,9911,0.76324
2016-8-23  1:0,0.76325
2016-8-23  0:0,0.76104
2016-8-22  23:0,5528.6,9933,0.76309
2016-8-22  22:0,5529.6,10001,0.76301
2016-8-22  21:0,5528.6,10109,0.76247
2016-8-22  20:0,5521.6,10089,0.7627
2016-8-22  19:0,5529.6,10074,0.76281
2016-8-22  18:0,5517.6,10074,0.76337
2016-8-22  17:0,5517.6,10051,0.76185
2016-8-22  16:0,5518.6,10046,0.76208
2016-8-22  15:0,5517.6,10049,0.7613
2016-8-22  14:0,5531.6,10051,0.76062
2016-8-22  13:0,5537.6,10061,0.76106
2016-8-22  12:0,5535.6,10074,0.76137
2016-8-22  11:0,5515.1,10059,0.76095
2016-8-22  10:0,5513.6,10024,0.75944
2016-8-22  9:0,5516.6,10104,0.75872
2016-8-22  8:0,5522.6,10066,0.75932
2016-8-22  7:0,5538.6,10046,0.75859
2016-8-22  6:0,5536.6,9964,0.75879
2016-8-22  5:0,5533.6,9934,0.75903
2016-8-22  4:0,5523.6,9752,0.75973
2016-8-22  3:0,5522.1,9764,0.76057
2016-8-22  2:0,5526.6,9769,0.7619
2016-8-22  1:0,0.76103
2016-8-22  0:0,0.76008
2016-8-19  23:0,5531.6,9787,0.7625999999999999
2016-8-19  22:0,5530.6,9779,0.76214
2016-8-19  21:0,5521.6,9777,0.76183
2016-8-19  20:0,5532.6,9779,0.76171
2016-8-19  19:0,5531.6,9777,0.76198
2016-8-19  18:0,5514.6,9774,0.76224
2016-8-19  17:0,5521.6,9792,0.76123
2016-8-19  16:0,5521.6,9789,0.76152
2016-8-19  15:0,5517.6,9752,0.76145
2016-8-19  14:0,5521.6,9672,0.76164
2016-8-19  13:0,5517.6,9614,0.76173
2016-8-19  12:0,5522.6,9607,0.76098
2016-8-19  11:0,5518.6,9622,0.76136
2016-8-19  10:0,5532.6,9574,0.76447
2016-8-19  9:0,5523.6,9594,0.76413
2016-8-19  8:0,5525.6,9591,0.76434
2016-8-19  7:0,5523.6,9578,0.7631
2016-8-19  6:0,5515.6,9583,0.76286
2016-8-19  5:0,5531.6,9576,0.76461
2016-8-19  4:0,5529.6,9581,0.76651
2016-8-19  3:0,5522.6,9573,0.76775
2016-8-19  2:0,5521.6,9573,0.76814
2016-8-19  1:0,0.7684800000000001
2016-8-19  0:0,0.76851
2016-8-18  23:0,5512.1,9578,0.76917
2016-8-18  22:0,5508.1,9581,0.76915
2016-8-18  21:0,5507.6,9551,0.76837
2016-8-18  20:0,5514.6,9568,0.76759
2016-8-18  19:0,5518.6,9648,0.76835
2016-8-18  18:0,5515.6,9626,0.76749
2016-8-18  17:0,5506.6,9628,0.76737
2016-8-18  16:0,5504.6,9626,0.76647
2016-8-18  15:0,5509.6,9649,0.76784
2016-8-18  14:0,5511.6,9521,0.76894
2016-8-18  13:0,5511.6,9533,0.76905
2016-8-18  12:0,5505.6,9536,0.76984
2016-8-18  11:0,5507.1,9536,0.77015
2016-8-18  10:0,5512.6,9536,0.77097
2016-8-18  9:0,5519.6,9538,0.77103
2016-8-18  8:0,5518.6,9536,0.76972
2016-8-18  7:0,5513.6,9538,0.7704
2016-8-18  6:0,5519.6,9533,0.76996
2016-8-18  5:0,5522.6,9531,0.77129
2016-8-18  4:0,5561.6,9528,0.76549
2016-8-18  3:0,5536.1,9518,0.76615
2016-8-18  2:0,5552,9508,0.76607
2016-8-18  1:0,0.76589
2016-8-18  0:0,0.76545
2016-8-17  23:0,5548,9523,0.76458
2016-8-17  22:0,5540,9523,0.76512
2016-8-17  21:0,5535.5,9543,0.76274
2016-8-17  20:0,5524,9531,0.76272
2016-8-17  19:0,5533,9551,0.7618
2016-8-17  18:0,5531,9578,0.7634
2016-8-17  17:0,5542,9568,0.76154
2016-8-17  16:0,5541,9571,0.7624300000000001
2016-8-17  15:0,5537,9563,0.76342
2016-8-17  14:0,5535,9561,0.76228
2016-8-17  13:0,5531,9566,0.76325
2016-8-17  12:0,5529,9561,0.76364
2016-8-17  11:0,5529,9553,0.76733
2016-8-17  10:0,5545,9551,0.7672
2016-8-17  9:0,5532,9556,0.76711
2016-8-17  8:0,5538,9528,0.76709
2016-8-17  7:0,5541,9521,0.76783
2016-8-17  6:0,5528,9508,0.76824
2016-8-17  5:0,5520,9501,0.76938
2016-8-17  4:0,5520,9486,0.76934
2016-8-17  3:0,5507.5,9478,0.7695
2016-8-17  2:0,5529.4,9481,0.76962
2016-8-17  1:0,0.76973
2016-8-17  0:0,0.76944
2016-8-16  23:0,5533.9,9486,0.7694299999999999
2016-8-16  22:0,5530,9488,0.77029
2016-8-16  21:0,5538,9491,0.77055
2016-8-16  20:0,5534,9491,0.76977
2016-8-16  19:0,5530,9493,0.76953
2016-8-16  18:0,5533,9488,0.76778
2016-8-16  17:0,5535,9493,0.76937
2016-8-16  16:0,5537,9481,0.77178
2016-8-16  15:0,5540,9483,0.7732599999999999
2016-8-16  14:0,5548,9486,0.77254
2016-8-16  13:0,5530,9456,0.77274
2016-8-16  12:0,5532,9451,0.77103
2016-8-16  11:0,5528.5,9431,0.77159
2016-8-16  10:0,5541,9423,0.7710399999999999
2016-8-16  9:0,5538,9413,0.76967
2016-8-16  8:0,5539,9386,0.76832
2016-8-16  7:0,5541,9434,0.76834
2016-8-16  6:0,5537,9431,0.76753
2016-8-16  5:0,5547,9436,0.76551
2016-8-16  4:0,5552,9434,0.76693
2016-8-16  3:0,5562.3,9424,0.76749
2016-8-16  2:0,5552,9424,0.76785
2016-8-16  1:0,0.76752
2016-8-16  0:0,0.76724
2016-8-15  23:0,5561,9416,0.76744
2016-8-15  22:0,5560,9416,0.76785
2016-8-15  21:0,5558,9421,0.76827
2016-8-15  20:0,5556,9419,0.76799
2016-8-15  19:0,5563,9411,0.76871
2016-8-15  18:0,5556,9401,0.76831
2016-8-15  17:0,5554,9436,0.76609
2016-8-15  16:0,5554,9404,0.766
2016-8-15  15:0,5550,9401,0.76677
2016-8-15  14:0,5546,9391,0.76647
2016-8-15  13:0,5547,9391,0.76669
2016-8-15  12:0,5552,9391,0.76763
2016-8-15  11:0,5535.5,9378,0.76766
2016-8-15  10:0,5548,9378,0.76689
2016-8-15  9:0,5541,9376,0.76575
2016-8-15  8:0,5546,9371,0.76467
2016-8-15  7:0,5551,9376,0.76495
2016-8-15  6:0,5551,9388,0.7644300000000001
2016-8-15  5:0,5542,9381,0.76478
2016-8-15  4:0,5523,9386,0.7641
2016-8-15  3:0,5522.5,9371,0.76549
2016-8-15  2:0,5523.1,9388,0.76579
2016-8-15  1:0,0.76554
2016-8-15  0:0,0.76535
2016-8-12  23:0,5525.1,9388,0.76509
2016-8-12  22:0,5521.1,9363,0.76492
2016-8-12  21:0,5524.1,9351,0.76491
2016-8-12  20:0,5530.1,9348,0.76564
2016-8-12  19:0,5534.1,9346,0.76677
2016-8-12  18:0,5530.1,9346,0.76933
2016-8-12  17:0,5533.1,9396,0.77105
2016-8-12  16:0,5539.1,9388,0.77222
2016-8-12  15:0,5536.1,9388,0.76771
2016-8-12  14:0,5535.1,9383,0.76791
2016-8-12  13:0,5537.1,9378,0.76744
2016-8-12  12:0,5538.1,9376,0.76885
2016-8-12  11:0,5532.6,9378,0.7691
2016-8-12  10:0,5533.1,9373,0.76866
2016-8-12  9:0,5517.1,9381,0.769
2016-8-12  8:0,5512.1,9371,0.7685999999999999
2016-8-12  7:0,5530.1,9371,0.76861
2016-8-12  6:0,5524.1,9393,0.76827
2016-8-12  5:0,5551.1,9403,0.76827
2016-8-12  4:0,5547.1,9418,0.76744
2016-8-12  3:0,5541.6,9418,0.76913
2016-8-12  2:0,5548.9,9406,0.7700900000000001
2016-8-12  1:0,0.76994
2016-8-12  0:0,0.76992
2016-8-11  23:0,5549.9,9398,0.77054
2016-8-11  22:0,5551.9,9373,0.77046
2016-8-11  21:0,5553.9,9348,0.77025
2016-8-11  20:0,5549.9,9361,0.77084
2016-8-11  19:0,5544.9,9366,0.77094
2016-8-11  18:0,5530.9,9373,0.77151
2016-8-11  17:0,5521.9,9376,0.77128
2016-8-11  16:0,5521.9,9381,0.77164
2016-8-11  15:0,5526.9,9386,0.77117
2016-8-11  14:0,5522.9,9381,0.7718699999999999
2016-8-11  13:0,5515.9,9381,0.77159
2016-8-11  12:0,5510.9,9393,0.77054
2016-8-11  11:0,5513.9,9396,0.77058
2016-8-11  10:0,5511.9,9378,0.77118
2016-8-11  9:0,5515.9,9393,0.77023
2016-8-11  8:0,5506.9,9393,0.76984
2016-8-11  7:0,5494.9,9403,0.7694
2016-8-11  6:0,5498.9,9418,0.7706
2016-8-11  5:0,5505.9,9421,0.7708700000000001
2016-8-11  4:0,5520.9,9401,0.77023
2016-8-11  3:0,5524.4,9401,0.77114
2016-8-11  2:0,5533.5,9406,0.7716
2016-8-11  1:0,0.77105
2016-8-11  0:0,0.76998
2016-8-10  23:0,5536.5,9401,0.77044
2016-8-10  22:0,5543.5,9408,0.77097
2016-8-10  21:0,5544.5,9411,0.77234
2016-8-10  20:0,5542.5,9413,0.7719
2016-8-10  19:0,5546.5,9406,0.77158
2016-8-10  18:0,5543.5,9411,0.77225
2016-8-10  17:0,5551.5,9411,0.77262
2016-8-10  16:0,5550.5,9408,0.77537
2016-8-10  15:0,5546.5,9423,0.77405
2016-8-10  14:0,5548.5,9408,0.77263
